gender,monthly_income,utility_bill_average,repayment_history_pct,employment_length,default_status
Male,30232,2490.0,49.0,1-3 years,1
Male,57454,2207.0,83.0,< 1 year,0
Female,15000,,83.0,8+ years,1
Male,58064,3329.0,89.0,< 1 year,0
Male,25321,2755.0,64.0,1-3 years,1
Female,44021,,23.0,8+ years,1
Female,31953,1631.0,88.0,8+ years,0
Non-Binary,34768,2298.0,97.0,1-3 years,0
Female,59329,1715.0,65.0,< 1 year,0
Female,50544,3667.0,40.0,8+ years,1
Female,46023,1853.0,58.0,< 1 year,0
Non-Binary,59837,2954.0,77.0,4-7 years,1
Male,61756,1297.0,96.0,8+ years,0
Female,33023,2526.0,55.0,1-3 years,1
Female,52280,2353.0,85.0,< 1 year,0
Non-Binary,65314,3152.0,73.0,4-7 years,0
Non-Binary,61988,2837.0,91.0,4-7 years,0
Male,42741,1460.0,50.0,8+ years,0
Female,50274,3123.0,84.0,1-3 years,0
Male,77117,586.0,73.0,8+ years,0
Male,62433,3179.0,69.0,1-3 years,0
Non-Binary,50926,2451.0,84.0,< 1 year,0
Male,65355,2960.0,85.0,4-7 years,0
Male,52746,3955.0,75.0,1-3 years,0
Non-Binary,59380,2079.0,31.0,1-3 years,1
Male,68457,1606.0,54.0,1-3 years,0
Non-Binary,67899,2993.0,88.0,1-3 years,0
Male,31510,2555.0,62.0,4-7 years,1
Male,36559,1417.0,,< 1 year,0
Female,58352,1951.0,71.0,1-3 years,0
Male,43962,1134.0,52.0,4-7 years,1
Male,70537,2932.0,71.0,< 1 year,0
Non-Binary,68760,3658.0,67.0,< 1 year,0
Male,32109,2264.0,64.0,< 1 year,1
Female,49125,2461.0,75.0,1-3 years,0
Non-Binary,40622,3710.0,62.0,4-7 years,0
Male,24307,1756.0,45.0,1-3 years,1
Female,37199,1102.0,72.0,< 1 year,0
Male,55109,2555.0,60.0,8+ years,0
Non-Binary,54652,,,< 1 year,0
Non-Binary,77101,3572.0,49.0,< 1 year,1
Female,54956,,,8+ years,0
Female,31529,1765.0,95.0,< 1 year,0
Female,48257,,80.0,1-3 years,0
Non-Binary,67709,3435.0,70.0,< 1 year,0
Non-Binary,51347,2238.0,42.0,4-7 years,0
Female,58492,2232.0,86.0,< 1 year,0
Male,36705,1808.0,72.0,8+ years,0
Female,43422,3160.0,66.0,8+ years,0
Non-Binary,27901,2512.0,73.0,< 1 year,0
Female,29492,3051.0,,8+ years,1
Male,55952,,86.0,< 1 year,1
Female,35594,1947.0,56.0,1-3 years,1
Male,39522,3864.0,68.0,1-3 years,1
Female,38039,2691.0,84.0,4-7 years,0
Female,50664,1379.0,79.0,4-7 years,0
Female,55429,3209.0,59.0,8+ years,1
Male,52569,2623.0,90.0,< 1 year,0
Non-Binary,40210,1395.0,81.0,1-3 years,0
Female,53658,,59.0,8+ years,1
Male,42912,3875.0,100.0,8+ years,0
Female,35800,2116.0,,8+ years,1
Female,45304,,74.0,8+ years,0
Non-Binary,41654,2701.0,67.0,< 1 year,0
Female,29921,3150.0,69.0,8+ years,1
Female,41642,2934.0,54.0,4-7 years,0
Female,51847,3274.0,68.0,1-3 years,0
Non-Binary,42816,2579.0,41.0,8+ years,1
Male,31733,1442.0,84.0,< 1 year,0
Male,60208,1583.0,47.0,< 1 year,1
Female,42242,1818.0,78.0,< 1 year,0
Non-Binary,96778,,91.0,4-7 years,0
Male,58301,2985.0,100.0,< 1 year,0
Non-Binary,35036,,85.0,4-7 years,0
Non-Binary,45739,2263.0,94.0,< 1 year,0
Female,56021,2275.0,83.0,4-7 years,0
Non-Binary,48744,2253.0,100.0,8+ years,0
Non-Binary,58494,2383.0,63.0,< 1 year,0
Female,57256,4170.0,43.0,4-7 years,1
Female,22440,3368.0,96.0,< 1 year,0
Non-Binary,15000,2502.0,81.0,1-3 years,1
Male,65864,2701.0,56.0,8+ years,1
Male,38569,2173.0,55.0,< 1 year,1
Female,52813,2394.0,78.0,4-7 years,0
Male,47504,2459.0,100.0,4-7 years,0
Non-Binary,35320,1622.0,91.0,1-3 years,1
Female,48367,3906.0,82.0,< 1 year,0
Non-Binary,57837,831.0,71.0,4-7 years,0
Male,32211,2337.0,58.0,1-3 years,1
Female,44237,,93.0,4-7 years,0
Female,37719,2669.0,99.0,4-7 years,0
Male,44621,1637.0,61.0,1-3 years,0
Male,42634,2352.0,62.0,8+ years,0
Male,18916,3531.0,94.0,1-3 years,1
Non-Binary,61772,1589.0,70.0,< 1 year,0
Male,51902,2714.0,100.0,1-3 years,0
Female,50487,3664.0,89.0,8+ years,0
Female,54468,,76.0,4-7 years,0
Male,73050,3058.0,66.0,4-7 years,0
Female,39246,2784.0,79.0,4-7 years,0
Non-Binary,77499,3357.0,78.0,< 1 year,0
Male,66119,2426.0,50.0,1-3 years,0
Male,39285,1978.0,53.0,< 1 year,1
Non-Binary,40228,3180.0,71.0,< 1 year,0
Female,34106,,85.0,8+ years,0
Non-Binary,67458,3241.0,53.0,8+ years,1
Female,47062,2942.0,51.0,8+ years,1
Female,34259,1689.0,89.0,4-7 years,0
Male,64722,1513.0,86.0,< 1 year,0
Female,52507,1740.0,100.0,8+ years,0
Male,57244,1248.0,76.0,4-7 years,0
Non-Binary,48048,,69.0,8+ years,0
Non-Binary,57025,2752.0,84.0,4-7 years,0
Male,28966,3429.0,58.0,1-3 years,0
Female,32799,2304.0,74.0,< 1 year,0
Male,49982,1050.0,87.0,1-3 years,0
Female,52464,,82.0,1-3 years,0
Male,68364,3273.0,81.0,4-7 years,0
Female,46738,2519.0,67.0,4-7 years,0
Male,75451,1416.0,63.0,< 1 year,0
Female,49411,819.0,87.0,8+ years,0
Male,65278,2447.0,61.0,1-3 years,0
Female,32293,3685.0,,1-3 years,0
Non-Binary,52055,1450.0,92.0,4-7 years,0
Male,70463,3848.0,86.0,8+ years,0
Non-Binary,38802,3262.0,84.0,< 1 year,0
Female,63649,3183.0,83.0,< 1 year,0
Female,50559,1715.0,100.0,< 1 year,0
Female,47895,1579.0,82.0,8+ years,0
Non-Binary,48932,1108.0,97.0,8+ years,0
Non-Binary,50890,2138.0,78.0,8+ years,0
Female,35900,,90.0,< 1 year,0
Female,52554,1856.0,92.0,< 1 year,0
Female,37421,2730.0,76.0,1-3 years,0
Non-Binary,44253,2342.0,70.0,8+ years,0
Non-Binary,40801,1972.0,60.0,4-7 years,0
Male,44632,2272.0,69.0,8+ years,0
Male,48377,,65.0,1-3 years,0
Female,30561,,65.0,8+ years,0
Non-Binary,46721,,52.0,< 1 year,1
Female,52140,2054.0,66.0,4-7 years,0
Non-Binary,38099,965.0,71.0,4-7 years,0
Male,46605,2740.0,78.0,4-7 years,0
Male,92395,,90.0,< 1 year,0
Non-Binary,50791,1833.0,93.0,< 1 year,0
Non-Binary,43756,1551.0,28.0,1-3 years,0
Female,66990,3151.0,84.0,4-7 years,0
Non-Binary,57530,3479.0,77.0,1-3 years,0
Male,47816,3176.0,74.0,< 1 year,0
Male,30922,500.0,45.0,4-7 years,0
Male,66271,2206.0,40.0,1-3 years,1
Non-Binary,38133,2106.0,81.0,1-3 years,0
Non-Binary,80562,3800.0,100.0,< 1 year,0
Male,49614,822.0,92.0,8+ years,0
Female,47601,1622.0,63.0,8+ years,0
Non-Binary,39441,2853.0,66.0,4-7 years,0
Non-Binary,35427,2676.0,99.0,4-7 years,0
Male,44302,2592.0,58.0,8+ years,0
Male,44031,2887.0,52.0,8+ years,1
Female,53176,2211.0,85.0,4-7 years,0
Female,51417,3483.0,,< 1 year,1
Female,50500,1928.0,69.0,< 1 year,0
Female,33761,1965.0,80.0,8+ years,0
Female,42752,3772.0,70.0,< 1 year,0
Male,15000,2100.0,64.0,4-7 years,0
Female,61660,2020.0,52.0,< 1 year,1
Non-Binary,63523,2672.0,85.0,< 1 year,0
Non-Binary,110893,2545.0,64.0,8+ years,0
Female,41550,2729.0,74.0,< 1 year,0
Female,39909,2699.0,57.0,1-3 years,1
Female,40005,1595.0,65.0,8+ years,0
Non-Binary,70857,2760.0,66.0,1-3 years,0
Male,62282,3978.0,71.0,8+ years,0
Male,62029,3727.0,77.0,4-7 years,0
Non-Binary,49079,2448.0,,< 1 year,0
Non-Binary,55783,3056.0,45.0,1-3 years,1
Male,65037,2135.0,57.0,1-3 years,0
Non-Binary,66329,3293.0,95.0,8+ years,0
Female,37752,2316.0,42.0,1-3 years,1
Female,40290,2125.0,51.0,4-7 years,0
Female,48888,1581.0,76.0,8+ years,0
Female,15000,4160.0,67.0,4-7 years,0
Non-Binary,59000,3716.0,56.0,< 1 year,1
Non-Binary,78210,2283.0,86.0,4-7 years,0
Male,39632,2013.0,64.0,4-7 years,0
Male,36151,2683.0,100.0,8+ years,0
Female,22052,,47.0,4-7 years,1
Non-Binary,81809,2598.0,54.0,1-3 years,0
Female,60164,1822.0,85.0,< 1 year,0
Non-Binary,54997,4027.0,91.0,1-3 years,0
Female,25141,1731.0,72.0,4-7 years,0
Non-Binary,53400,1677.0,73.0,8+ years,0
Male,74745,2981.0,76.0,< 1 year,0
Female,42453,1104.0,86.0,8+ years,0
Non-Binary,23382,1811.0,66.0,4-7 years,0
Male,80315,1366.0,,< 1 year,0
Non-Binary,68240,2123.0,73.0,8+ years,0
Non-Binary,71886,3422.0,64.0,4-7 years,0
Male,29209,500.0,65.0,4-7 years,0
Female,51620,2887.0,84.0,1-3 years,0
Male,23953,2189.0,78.0,4-7 years,0
Female,50390,2478.0,64.0,1-3 years,0
Male,58802,1714.0,76.0,1-3 years,0
Male,58703,2392.0,60.0,< 1 year,0
Female,52322,2625.0,63.0,< 1 year,0
Non-Binary,55363,751.0,97.0,< 1 year,0
Non-Binary,58382,3457.0,47.0,4-7 years,1
Non-Binary,41358,1644.0,39.0,1-3 years,1
Non-Binary,43666,2663.0,50.0,8+ years,1
Male,46064,1540.0,69.0,1-3 years,0
Male,29282,2757.0,100.0,1-3 years,0
Non-Binary,52276,2782.0,69.0,8+ years,0
Male,55378,3054.0,49.0,8+ years,0
Female,65430,4091.0,82.0,1-3 years,0
Female,54301,,,4-7 years,0
Non-Binary,48272,2314.0,98.0,8+ years,0
Male,49212,2747.0,73.0,1-3 years,0
Female,59627,3038.0,39.0,8+ years,1
Male,50583,2835.0,57.0,4-7 years,1
Non-Binary,71191,3577.0,65.0,8+ years,0
Female,64793,3356.0,60.0,4-7 years,0
Female,49337,2854.0,51.0,8+ years,1
Male,58759,1004.0,51.0,1-3 years,1
Non-Binary,47752,3696.0,65.0,1-3 years,0
Female,42668,1895.0,95.0,< 1 year,0
Non-Binary,76831,2201.0,64.0,8+ years,0
Female,43327,3091.0,36.0,< 1 year,1
Non-Binary,71774,2354.0,,< 1 year,0
Female,43929,2469.0,40.0,< 1 year,0
Male,74424,1112.0,81.0,4-7 years,0
Female,50681,2285.0,91.0,1-3 years,0
Female,19473,3468.0,69.0,< 1 year,0
Male,41385,,72.0,8+ years,0
Female,34240,3041.0,59.0,< 1 year,1
Female,15000,2200.0,54.0,< 1 year,1
Female,25424,2701.0,51.0,4-7 years,0
Male,42902,2864.0,65.0,8+ years,0
Male,41580,3858.0,57.0,4-7 years,1
Male,50550,2167.0,56.0,< 1 year,1
Female,52298,2918.0,68.0,< 1 year,0
Non-Binary,36966,1898.0,,4-7 years,1
Male,44478,2913.0,94.0,1-3 years,0
Male,35444,2235.0,59.0,4-7 years,1
Female,60966,2198.0,70.0,1-3 years,0
Non-Binary,65394,,66.0,8+ years,0
Female,53547,1448.0,100.0,< 1 year,0
Male,62690,993.0,67.0,< 1 year,0
Female,50247,3242.0,85.0,1-3 years,0
Male,37715,1958.0,59.0,8+ years,0
Male,64452,,92.0,4-7 years,0
Male,77008,3718.0,89.0,4-7 years,0
Male,78726,3234.0,59.0,< 1 year,0
Male,36247,,100.0,8+ years,0
Non-Binary,62428,3358.0,81.0,8+ years,1
Male,39297,3499.0,90.0,< 1 year,0
Female,44531,2246.0,74.0,< 1 year,0
Non-Binary,35937,4029.0,49.0,1-3 years,1
Non-Binary,54842,2675.0,,1-3 years,0
Female,47216,3250.0,75.0,8+ years,0
Male,95026,2657.0,59.0,4-7 years,0
Male,49407,3117.0,83.0,8+ years,0
Male,41002,4021.0,79.0,< 1 year,0
Non-Binary,61579,3346.0,82.0,4-7 years,0
Male,54221,3022.0,52.0,< 1 year,1
Female,42142,2536.0,56.0,8+ years,1
Male,69591,923.0,89.0,8+ years,0
Female,47777,3017.0,70.0,4-7 years,0
Non-Binary,38905,2197.0,80.0,< 1 year,1
Female,34004,3584.0,98.0,< 1 year,0
Female,46611,2986.0,100.0,1-3 years,0
Non-Binary,19714,3201.0,43.0,< 1 year,1
Non-Binary,74551,2273.0,62.0,4-7 years,0
Male,73277,509.0,100.0,< 1 year,0
Female,49056,1845.0,42.0,4-7 years,1
Non-Binary,34699,3409.0,81.0,1-3 years,0
Non-Binary,37931,3885.0,89.0,8+ years,0
Non-Binary,59980,2789.0,,8+ years,0
Non-Binary,51995,2132.0,40.0,1-3 years,1
Male,46578,2833.0,73.0,< 1 year,0
Non-Binary,37265,1817.0,76.0,8+ years,0
Male,54941,1776.0,44.0,4-7 years,1
Male,55869,4076.0,74.0,< 1 year,0
Male,65706,1263.0,100.0,< 1 year,0
Female,51888,2084.0,100.0,4-7 years,0
Non-Binary,59541,3937.0,89.0,8+ years,1
Non-Binary,48359,2200.0,71.0,8+ years,0
Female,32683,3484.0,55.0,< 1 year,0
Non-Binary,76427,695.0,51.0,1-3 years,0
Female,38767,2227.0,83.0,4-7 years,0
Male,53157,2354.0,65.0,4-7 years,0
Female,50498,1716.0,51.0,< 1 year,1
Female,24751,2329.0,94.0,8+ years,0
Female,36491,4062.0,64.0,8+ years,0
Female,47133,2638.0,85.0,4-7 years,0
Male,50838,1543.0,100.0,8+ years,0
Non-Binary,79107,1833.0,67.0,8+ years,0
Female,51071,1917.0,100.0,4-7 years,0
Male,69858,1023.0,93.0,8+ years,0
Male,39756,2562.0,92.0,8+ years,0
Non-Binary,54085,1883.0,66.0,1-3 years,0
Non-Binary,81588,1391.0,,4-7 years,0
Female,62869,2463.0,58.0,< 1 year,0
Male,59371,2955.0,78.0,4-7 years,0
Non-Binary,50517,2947.0,58.0,4-7 years,1
Female,50231,500.0,88.0,8+ years,0
Non-Binary,53892,3603.0,73.0,8+ years,0
Male,41875,2177.0,100.0,8+ years,0
Female,35015,2605.0,63.0,8+ years,0
Male,32610,2074.0,62.0,4-7 years,0
Non-Binary,50841,2760.0,99.0,8+ years,0
Female,48030,,83.0,< 1 year,0
Male,68519,1282.0,100.0,8+ years,0
Female,72269,3211.0,86.0,1-3 years,0
Male,32855,3620.0,86.0,1-3 years,0
Non-Binary,62431,1587.0,72.0,8+ years,0
Male,39925,2086.0,64.0,1-3 years,0
Male,50085,,16.0,1-3 years,1
Non-Binary,82794,2341.0,78.0,4-7 years,0
Female,65348,4017.0,78.0,8+ years,0
Non-Binary,67352,,86.0,< 1 year,1
Non-Binary,45181,2325.0,73.0,1-3 years,0
Non-Binary,50786,1189.0,77.0,8+ years,0
Female,56733,,98.0,4-7 years,0
Female,61636,500.0,68.0,< 1 year,1
Non-Binary,36841,2087.0,100.0,1-3 years,0
Non-Binary,61973,1384.0,63.0,4-7 years,0
Female,50954,2071.0,85.0,4-7 years,0
Non-Binary,81027,1782.0,48.0,4-7 years,0
Male,52678,2540.0,64.0,< 1 year,0
Male,31413,2022.0,96.0,1-3 years,0
Female,65544,,83.0,8+ years,0
Non-Binary,59131,2627.0,67.0,< 1 year,0
Female,60354,726.0,85.0,4-7 years,0
Non-Binary,15000,2818.0,58.0,8+ years,1
Male,43273,1560.0,71.0,4-7 years,0
Non-Binary,83018,3414.0,40.0,8+ years,1
Male,50448,1508.0,100.0,< 1 year,0
Male,75916,3463.0,62.0,< 1 year,0
Female,55553,1638.0,100.0,1-3 years,0
Non-Binary,56696,2290.0,100.0,8+ years,0
Male,44028,1245.0,81.0,4-7 years,0
Non-Binary,89673,2498.0,70.0,4-7 years,0
Non-Binary,61608,2598.0,72.0,< 1 year,0
Non-Binary,32511,3182.0,100.0,4-7 years,0
Female,56500,,79.0,1-3 years,0
Non-Binary,68114,3502.0,82.0,1-3 years,0
Female,48849,2655.0,49.0,1-3 years,1
Male,56304,1996.0,60.0,1-3 years,0
Male,83871,,100.0,1-3 years,0
Female,30325,1308.0,76.0,< 1 year,0
Female,59875,2183.0,96.0,4-7 years,0
Female,52249,,94.0,1-3 years,0
Non-Binary,70888,3417.0,55.0,< 1 year,0
Male,67107,2278.0,84.0,4-7 years,0
Female,69597,2500.0,90.0,8+ years,0
Non-Binary,40136,1854.0,41.0,8+ years,1
Female,45408,2589.0,71.0,< 1 year,0
Male,57937,3108.0,96.0,4-7 years,0
Non-Binary,37212,,98.0,< 1 year,0
Female,55735,2517.0,45.0,8+ years,1
Non-Binary,80466,,58.0,4-7 years,0
Male,63460,1833.0,62.0,1-3 years,0
Male,48460,3095.0,83.0,8+ years,0
Non-Binary,56002,,51.0,< 1 year,1
Male,37150,2471.0,58.0,1-3 years,0
Female,31631,2198.0,89.0,1-3 years,0
Male,58120,2940.0,83.0,4-7 years,0
Non-Binary,39615,,99.0,1-3 years,0
Female,46925,4270.0,67.0,4-7 years,0
Male,41078,2396.0,81.0,4-7 years,0
Male,62970,2972.0,72.0,4-7 years,0
Male,57080,2821.0,60.0,4-7 years,0
Non-Binary,34854,3156.0,73.0,< 1 year,0
Non-Binary,53093,2337.0,100.0,1-3 years,0
Non-Binary,35206,2185.0,78.0,1-3 years,0
Male,70438,2572.0,100.0,4-7 years,0
Non-Binary,71130,2378.0,85.0,< 1 year,0
Male,64592,2878.0,93.0,< 1 year,0
Male,65082,2247.0,63.0,4-7 years,0
Non-Binary,56989,,78.0,1-3 years,0
Non-Binary,38255,1830.0,,8+ years,0
Non-Binary,56614,1681.0,68.0,< 1 year,1
Female,50088,2531.0,46.0,4-7 years,1
Non-Binary,32262,,93.0,4-7 years,0
Female,83917,,71.0,1-3 years,0
Non-Binary,50404,1257.0,100.0,8+ years,0
Female,37535,2966.0,84.0,8+ years,0
Male,68046,1175.0,69.0,< 1 year,0
Male,21722,2616.0,90.0,8+ years,0
Female,43535,1372.0,66.0,8+ years,1
Female,36423,2917.0,81.0,1-3 years,0
Female,47016,2527.0,54.0,1-3 years,1
Female,62146,1320.0,63.0,4-7 years,1
Non-Binary,56936,2414.0,65.0,4-7 years,0
Female,36692,924.0,77.0,1-3 years,0
Female,69504,2330.0,100.0,< 1 year,0
Female,48864,2491.0,58.0,1-3 years,1
Female,54879,2730.0,63.0,< 1 year,0
Female,52976,2057.0,95.0,8+ years,1
Male,44536,1648.0,59.0,1-3 years,0
Male,25433,,38.0,< 1 year,0
Female,30258,2487.0,93.0,8+ years,0
Non-Binary,49745,2238.0,54.0,8+ years,1
Male,34416,2192.0,80.0,1-3 years,0
Female,47172,3542.0,86.0,4-7 years,0
Male,45813,3755.0,76.0,1-3 years,0
Female,43027,2669.0,55.0,8+ years,1
Female,32809,3246.0,30.0,4-7 years,1
Female,34286,2910.0,75.0,< 1 year,0
Male,22472,3132.0,100.0,8+ years,0
Non-Binary,39152,2578.0,49.0,8+ years,1
Male,25103,2392.0,83.0,1-3 years,1
Non-Binary,46034,1552.0,67.0,4-7 years,0
Male,56039,3551.0,,< 1 year,0
Female,30885,2890.0,98.0,8+ years,0
Non-Binary,59213,1500.0,52.0,8+ years,1
Female,33358,2181.0,,< 1 year,0
Male,57696,2277.0,68.0,8+ years,0
Male,66683,1402.0,100.0,4-7 years,0
Non-Binary,64423,2110.0,85.0,4-7 years,0
Female,38704,2894.0,100.0,4-7 years,1
Male,35392,1612.0,97.0,8+ years,0
Male,31063,2973.0,60.0,1-3 years,1
Female,42655,2071.0,69.0,4-7 years,0
Male,51894,,67.0,8+ years,0
Non-Binary,41073,,58.0,8+ years,1
Non-Binary,54098,3296.0,47.0,4-7 years,1
Non-Binary,54366,2303.0,86.0,< 1 year,0
Male,40909,3453.0,94.0,< 1 year,1
Female,47916,2307.0,41.0,4-7 years,1
Female,48620,,38.0,4-7 years,0
Male,38645,2039.0,17.0,1-3 years,1
Non-Binary,54145,3179.0,88.0,8+ years,0
Non-Binary,60738,3420.0,70.0,< 1 year,0
Male,72901,3068.0,83.0,< 1 year,0
Male,57694,2400.0,63.0,4-7 years,0
Female,64377,2242.0,100.0,8+ years,0
Male,30897,2737.0,100.0,1-3 years,0
Female,57113,1824.0,45.0,4-7 years,0
Male,50622,1792.0,23.0,8+ years,0
Non-Binary,79832,2679.0,68.0,4-7 years,0
Non-Binary,27826,3102.0,51.0,4-7 years,0
Non-Binary,34309,2637.0,88.0,8+ years,0
Non-Binary,74920,1011.0,92.0,4-7 years,0
Female,40806,,82.0,< 1 year,0
Female,59762,3431.0,73.0,4-7 years,0
Non-Binary,60064,,,< 1 year,0
Female,29651,2751.0,100.0,4-7 years,0
Non-Binary,43290,2010.0,73.0,< 1 year,0
Non-Binary,48407,2828.0,92.0,8+ years,0
Female,45591,3115.0,62.0,1-3 years,1
Non-Binary,57446,4487.0,100.0,< 1 year,0
Non-Binary,46042,1618.0,81.0,8+ years,0
Male,53300,2561.0,77.0,8+ years,0
Male,60521,1660.0,100.0,1-3 years,0
Male,76609,853.0,82.0,< 1 year,0
Male,60297,2061.0,100.0,< 1 year,0
Female,35704,2854.0,40.0,4-7 years,1
Female,20219,2522.0,33.0,1-3 years,0
Female,41156,2523.0,69.0,1-3 years,0
Female,34638,2475.0,75.0,8+ years,0
Non-Binary,59089,2420.0,43.0,< 1 year,1
Non-Binary,44675,3006.0,75.0,1-3 years,0
Non-Binary,30916,2594.0,61.0,1-3 years,1
Non-Binary,50813,2036.0,65.0,4-7 years,0
Non-Binary,62442,2451.0,63.0,8+ years,0
Non-Binary,24222,3126.0,61.0,8+ years,1
Female,41181,2673.0,68.0,1-3 years,0
Female,64182,3141.0,92.0,4-7 years,0
Non-Binary,30756,3796.0,72.0,4-7 years,1
Non-Binary,59754,2322.0,74.0,4-7 years,0
Non-Binary,41666,3241.0,100.0,8+ years,0
Male,65986,2167.0,89.0,1-3 years,0
Female,78775,3596.0,42.0,4-7 years,1
Male,58904,2655.0,54.0,4-7 years,1
Female,47476,2099.0,100.0,1-3 years,0
Non-Binary,63248,2723.0,55.0,8+ years,1
Female,48822,3110.0,97.0,8+ years,0
Female,51864,1936.0,44.0,4-7 years,1
Female,43261,2425.0,70.0,< 1 year,0
Non-Binary,46174,,87.0,8+ years,0
Female,36621,2209.0,75.0,4-7 years,1
Male,71667,2320.0,92.0,4-7 years,0
Male,53197,2356.0,78.0,4-7 years,0
Non-Binary,35520,3636.0,72.0,< 1 year,0
Female,47658,3314.0,90.0,8+ years,0
Non-Binary,60932,2028.0,72.0,4-7 years,0
Non-Binary,53084,,53.0,8+ years,0
Male,72266,3208.0,73.0,1-3 years,0
Non-Binary,55646,3343.0,71.0,4-7 years,0
Non-Binary,69190,1878.0,100.0,4-7 years,0
Male,29043,1827.0,89.0,< 1 year,0
Non-Binary,48359,987.0,65.0,1-3 years,0
Male,36402,2595.0,,< 1 year,0
Non-Binary,56615,1623.0,57.0,1-3 years,0
Non-Binary,78980,2608.0,22.0,1-3 years,1
Male,68055,,72.0,< 1 year,0
Female,40341,2553.0,20.0,4-7 years,0
Non-Binary,61283,3810.0,82.0,8+ years,0
Male,56674,614.0,64.0,1-3 years,0
Male,44278,2694.0,73.0,1-3 years,0
Female,58533,741.0,100.0,8+ years,0
Female,51318,2118.0,62.0,1-3 years,0
Female,46010,1010.0,77.0,4-7 years,0
Female,39806,3135.0,69.0,< 1 year,0
Male,48304,2377.0,100.0,1-3 years,0
Non-Binary,44737,,71.0,< 1 year,0
Male,59372,1436.0,73.0,8+ years,0
Male,79201,2225.0,80.0,< 1 year,0
Female,38889,2421.0,52.0,8+ years,1
Male,45750,2449.0,82.0,4-7 years,0
Male,55953,1133.0,100.0,< 1 year,0
Female,58167,,14.0,< 1 year,1
Female,51854,1182.0,87.0,4-7 years,0
Female,46326,1998.0,,8+ years,0
Male,15000,2035.0,69.0,8+ years,1
Female,54574,1012.0,75.0,1-3 years,1
Male,60375,2228.0,42.0,4-7 years,1
Male,56866,1056.0,27.0,8+ years,1
Non-Binary,64671,4509.0,74.0,4-7 years,0
Non-Binary,80032,2835.0,80.0,1-3 years,0
Male,52128,3529.0,62.0,4-7 years,1
Female,26243,1556.0,100.0,1-3 years,0
Male,46790,2784.0,100.0,8+ years,0
Female,37921,3058.0,75.0,4-7 years,0
Male,28853,500.0,86.0,8+ years,0
Non-Binary,68130,2668.0,79.0,< 1 year,0
Male,35625,3805.0,87.0,1-3 years,0
Female,43899,1789.0,94.0,4-7 years,0
Male,47698,1899.0,50.0,< 1 year,0
Female,44282,2894.0,80.0,8+ years,0
Male,22067,3251.0,56.0,8+ years,1
Female,43414,2081.0,47.0,4-7 years,1
Female,32043,1694.0,63.0,< 1 year,0
Female,44182,2791.0,100.0,4-7 years,0
Non-Binary,29321,3123.0,52.0,1-3 years,0
Male,40313,,65.0,< 1 year,0
Female,47228,1840.0,88.0,4-7 years,0
Male,29739,2333.0,99.0,8+ years,0
Non-Binary,29092,2194.0,61.0,4-7 years,1
Non-Binary,45646,1407.0,55.0,< 1 year,1
Non-Binary,62551,2734.0,,4-7 years,0
Female,37439,3085.0,71.0,1-3 years,0
Male,45031,3726.0,75.0,1-3 years,0
Female,40088,3304.0,52.0,1-3 years,1
Female,58534,1123.0,56.0,4-7 years,0
Female,35849,3329.0,63.0,8+ years,1
Non-Binary,65507,3245.0,96.0,1-3 years,0
Male,62220,1577.0,90.0,< 1 year,0
Non-Binary,54991,2837.0,100.0,8+ years,0
Non-Binary,21048,,93.0,4-7 years,0
Male,54878,2759.0,100.0,< 1 year,0
Male,51289,1234.0,56.0,1-3 years,0
Non-Binary,43588,1577.0,58.0,1-3 years,0
Male,58063,3072.0,79.0,4-7 years,0
Non-Binary,47138,2171.0,80.0,8+ years,0
Male,56149,3456.0,63.0,1-3 years,0
Non-Binary,83469,2577.0,68.0,8+ years,0
Male,25866,,53.0,8+ years,1
Male,54030,2099.0,83.0,8+ years,0
Male,16425,,80.0,8+ years,0
Female,35682,2840.0,97.0,< 1 year,0
Non-Binary,42887,2176.0,61.0,8+ years,0
Non-Binary,30509,3397.0,82.0,4-7 years,0
Non-Binary,56865,2073.0,91.0,< 1 year,0
Female,28709,2756.0,71.0,4-7 years,1
Male,68200,3254.0,,1-3 years,0
Non-Binary,68078,2781.0,57.0,< 1 year,0
Male,50122,3177.0,72.0,8+ years,0
Female,40380,,100.0,< 1 year,0
Non-Binary,36123,501.0,79.0,< 1 year,0
Male,61133,1902.0,75.0,8+ years,0
Male,46737,725.0,100.0,4-7 years,0
Female,31967,1706.0,93.0,1-3 years,0
Male,57255,1824.0,77.0,8+ years,0
Female,39206,2399.0,94.0,8+ years,0
Female,47720,2050.0,63.0,8+ years,0
Female,53350,2748.0,43.0,< 1 year,1
Non-Binary,60278,3044.0,36.0,1-3 years,1
Non-Binary,40579,2660.0,68.0,4-7 years,0
Male,44575,2101.0,97.0,1-3 years,1
Non-Binary,56448,2576.0,63.0,8+ years,0
Non-Binary,34643,1433.0,43.0,1-3 years,1
Non-Binary,61930,3097.0,100.0,1-3 years,0
Male,64646,3430.0,63.0,< 1 year,0
Female,31123,2806.0,58.0,8+ years,0
Non-Binary,53611,2809.0,81.0,8+ years,0
Non-Binary,71257,3065.0,94.0,8+ years,0
Male,45082,3105.0,47.0,1-3 years,0
Female,57646,2563.0,65.0,4-7 years,0
Male,39322,2942.0,74.0,4-7 years,0
Male,28078,2131.0,67.0,< 1 year,0
Male,65217,2501.0,82.0,8+ years,0
Non-Binary,37636,2877.0,57.0,< 1 year,1
